sid,search,"splunk_server","_time","is_realtime",provenance,"api_index_et","api_index_lt","event_count","exec_time","result_count","savedsearch_name","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_api_index_et","__mv_api_index_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt"
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search7_1707210483.94","| `dmc_get_instances_on_a_machine(ip-10-0-3-7)`","GOEL-DS-LM-MC","1707210483.931564",0,"UI:Dashboard:resource_usage_machine",0,0,0,1707210483,1,search7,0,completed,"0.045",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search12_1707210483.95","| `dmc_get_instances_on_a_machine(ip-10-0-3-7)`","GOEL-DS-LM-MC","1707210483.945855",0,"UI:Dashboard:resource_usage_machine",0,0,0,1707210483,1,search12,0,completed,"0.032",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search3_1707210484.96","| inputlookup dmc_assets
| search machine=ip-10-0-3-7
| mvcombine search_group
| join type=outer peerURI
  [| rest splunk_server=local /services/search/distributed/peers
   | rename title as peerURI]
| join type=outer peerURI [|rest splunk_server=local /services/server/info
  | eval peerURI = ""localhost""
  | eval status = ""Up""
  | fields peerURI, status, version]
| join type=outer peerURI [|rest splunk_server=local /services/server/settings
  | eval peerURI = ""localhost""
  | fields peerURI, mgmtHostPort]
| join peerURI
  [| `dmc_get_instance_roles` ]
| eval status = if(status == ""Up"", status, ""Unreachable"")
| makemv role
| fields serverName, peerURI, role, version, status, mgmtHostPort
| eval peerURI = if(peerURI == ""localhost"", ""localhost:"".mgmtHostPort, peerURI)
| fields - mgmtHostPort
| rename serverName as Instance, peerURI as URI, status as ""Status"", role as Role, version as ""Version""","GOEL-DS-LM-MC","1707210484.519310",0,"UI:Dashboard:resource_usage_machine",0,0,0,1707210484,1,search3,0,completed,"0.315","1707196080.000000000","1707210484.000000000","1707196080.000000000","1707210484.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search10_1707210484.97","search `dmc_set_index_introspection` host=ip-10-0-3-7 sourcetype=splunk_resource_usage component=Hostwide
| `dmc_timechart` Median(data.cpu_system_pct) AS ""system"" Median(data.cpu_user_pct) AS ""user""","GOEL-DS-LM-MC","1707210484.538743",0,"UI:Dashboard:resource_usage_machine",0,0,888,1707210484,49,search10,889,completed,"0.6880000000000001","1707196080.000000000","1707210484.000000000","1707196080.000000000","1707210484.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search11_1707210484.99","search `dmc_set_index_introspection` host=ip-10-0-3-7 sourcetype=splunk_resource_usage component=Hostwide
| `dmc_timechart` latest(data.mem) AS ""capacity"" Median(data.mem_used) AS ""usage""","GOEL-DS-LM-MC","1707210484.752996",0,"UI:Dashboard:resource_usage_machine",0,0,888,1707210484,49,search11,889,completed,"0.664","1707196080.000000000","1707210484.000000000","1707196080.000000000","1707210484.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD579940d04c047fa7c_1707210484.100","search `dmc_set_index_introspection` sourcetype=splunk_resource_usage component=IOStats host=ip-10-0-3-7
          | eval mount_point = 'data.mount_point'
          | eval reads_ps = 'data.reads_ps'
          | eval writes_ps = 'data.writes_ps'
          | eval interval = 'data.interval'
          | eval op_count = (reads_ps + writes_ps) * interval
          | eval avg_service_ms = 'data.avg_service_ms'
          | eval avg_wait_ms = 'data.avg_total_ms'
          | eval cpu_pct = 'data.cpu_pct'
          | eval network_pct = 'data.network_pct'","GOEL-DS-LM-MC","1707210484.766949",0,"UI:Dashboard:resource_usage_machine",0,0,441,1707210484,441,"io_log_base_search",442,completed,"0.665","1707196080.000000000","1707210484.000000000","1707196080.000000000","1707210484.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search2_1707210484.101","| inputlookup dmc_assets
| search serverName = ip-10-0-3-7
| stats first(serverName) as serverName, first(host) as host, first(machine) as machine
| join type=outer serverName [
  | rest splunk_server=ip-10-0-3-7 /services/server/info
  | fields serverName, numberOfCores, numberOfVirtualCores, physicalMemoryMB, os_name, cpu_arch
]
| `dmc_get_core_info`
| fields machine core_info physicalMemoryMB os_name cpu_arch
| rename machine as Machine, core_info AS ""CPU Cores (Physical / Virtual)"", physicalMemoryMB AS ""Physical Memory Capacity (MB)"", cpu_arch AS ""CPU Architecture"", os_name AS ""Operating System""","GOEL-DS-LM-MC","1707210484.787201",0,"UI:Dashboard:resource_usage_machine",0,0,0,1707210484,1,search2,0,completed,"0.17400000000000002","1707196080.000000000","1707210484.000000000","1707196080.000000000","1707210484.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD56f5aa4364b6c05b5_1707210484.102","| rest splunk_server=ip-10-0-3-7 /services/server/status/resource-usage/hostwide 
| stats first(normalized_load_avg_1min) as load_average first(cpu_system_pct) as system, first(cpu_user_pct) as user first(mem) AS mem first(mem_used) AS mem_used by splunk_server","GOEL-DS-LM-MC","1707210484.994708",0,"UI:Dashboard:resource_usage_machine",0,0,0,1707210485,0,"hostwide_metrics_api_base",0,completed,"0.397",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__global_1707210485.103","| rest splunk_server=ip-10-0-3-7 /services/server/info 
| fields numberOfCores, numberOfVirtualCores, physicalMemoryMB
| eval capacity=[rest splunk_server=ip-10-0-3-7 /services/server/status/partitions-space | return $capacity]","GOEL-DS-LM-MC","1707210485.016936",0,"UI:Dashboard:resource_usage_machine",0,0,0,1707210485,0,global,0,failed,"0.011",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search8_1707210485.104","| rest splunk_server=ip-10-0-3-7 /services/server/status/partitions-space
| join type=outer splunk_server, mount_point [
  | rest splunk_server=ip-10-0-3-7 /services/server/status/resource-usage/iostats
  | eval iops = round(reads_ps + writes_ps)
  | fields splunk_server, mount_point, iops, cpu_pct]
| eval free = if(isnotnull(available), available, free)
| eval usage = round((capacity - free) / 1024, 2)
| eval capacity = round(capacity / 1024, 2)
| eval compare_usage = usage."" / "".capacity
| eval pct_usage = round(usage / capacity * 100, 2) 
| stats first(fs_type) as fs_type first(compare_usage) as compare_usage first(pct_usage) as pct_usage, first(iops) as iops, first(cpu_pct) as cpu_pct by mount_point
| rename mount_point as ""Mount Point"", fs_type as ""File System Type"", compare_usage as ""Disk Usage (GB)"", capacity as ""Capacity (GB)"", pct_usage as ""Disk Usage (%)"", iops as ""I/O operations per second"", cpu_pct as ""Storage I/O Saturation(%)""","GOEL-DS-LM-MC","1707210485.864100",0,"UI:Dashboard:resource_usage_machine",0,0,0,1707210485,0,search8,0,completed,"0.027",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search13_1707210485.105","| rest splunk_server=ip-10-0-3-7 /services/server/status/partitions-space
          | stats count by mount_point","GOEL-DS-LM-MC","1707210485.913709",0,"UI:Dashboard:resource_usage_machine",0,0,0,1707210485,0,search13,0,completed,"0.017",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD52b0397c6d1a7bdad_1707210718.114","| rest splunk_server=local /services/server/status/resource-usage/splunk-processes| eval sid = 'search_props.sid' | `dmc_classify_processes`| eval x=""cpu_usage"" | stats sum(pct_memory) as mem_used sum(normalized_pct_cpu) as cpu_used by process_class| append [| rest splunk_server=local /services/server/status/resource-usage/hostwide | fields cpu_idle_pct mem mem_used | eval mem_idle_pct=round((mem-mem_used)/mem,2)*100 | fields - mem mem_used | eval cpu_system_pct=0 | eval mem_system_pct=0 | transpose | eval process_class=if(column=""cpu_idle_pct"" OR column=""mem_idle_pct"",""Idle"",""Non-Splunk processes"") | rename ""row 1"" as value | eval mem_used=if(column=""mem_idle_pct"" OR column=""mem_system_pct"",value,NULL) | eval cpu_used=if(column=""cpu_idle_pct"" OR column=""cpu_system_pct"",value,NULL) | stats first(cpu_used) as cpu_used first(mem_used) as mem_used by process_class] | eventstats sum(mem_used) as sum_mem_used sum(cpu_used) as sum_cpu_used | eval mem_used=if(process_class=""Non-Splunk processes"",100-sum_mem_used,mem_used) | eval cpu_used=if(process_class=""Non-Splunk processes"",100-sum_cpu_used,cpu_used)","GOEL-DS-LM-MC","1707210718.664755",0,splunkjs,0,0,0,1707210718,7,"manager_8063",0,completed,"0.199",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5ed51ea4125926c8e_1707210719.115","| rest splunk_server=local /services/server/introspection/indexer | fields average_KBps splunk_server | eval average_KBps=round(average_KBps,2)."" KB/s""","GOEL-DS-LM-MC","1707210719.232022",0,splunkjs,0,0,0,1707210719,1,"manager_8153",0,completed,"0.017",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD52f9b63f0958ea986_1707210719.116","| rest splunk_server=local /services/server/status/partitions-space | eval free = if(isnotnull(available), available, free) | stats sum(capacity) as total_capacity sum(free) as total_free","GOEL-DS-LM-MC","1707210719.257661",0,splunkjs,0,0,0,1707210719,1,"manager_8213",0,completed,"0.215",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5d6c68188c96aa18f_1707210719.117","| rest splunk_server=local /services/server/status/resource-usage/splunk-processes | search search_props.sid=* | stats dc(search_props.sid) AS count by search_props.type | eventstats sum(count) as Total","GOEL-DS-LM-MC","1707210719.289836",0,splunkjs,0,0,0,1707210719,0,"manager_8273",0,completed,"0.06",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5ba4eb901384c9e99_1707210719.118","| rest splunk_server=local /services/licenser/pools | rename title AS Pool | search [rest splunk_server=local /services/licenser/groups | search is_active=1 | eval stack_id=stack_ids | fields stack_id] | join type=outer stack_id [rest splunk_server=local /services/licenser/stacks | eval stack_id=title | eval stack_quota=quota | fields stack_id stack_quota] | stats sum(used_bytes) as used max(stack_quota) as total | eval usedGB=round(used/1024/1024/1024,2) | eval totalGB=round(total/1024/1024/1024,2)","GOEL-DS-LM-MC","1707210719.310384",0,splunkjs,0,0,0,1707210719,1,"manager_8333",0,completed,"0.28500000000000003",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD57acff4e291500d3a_1707210719.119","| inputlookup dmc_assets | search search_group = ""dmc_group_kv_store""","GOEL-DS-LM-MC","1707210719.336814",0,splunkjs,0,0,0,1707210719,1,"kv-store-role-search",0,completed,"0.188",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD56e8cc205e612e46c_1707210719.120","| rest splunk_server=local /services/server/introspection/kvstore/collectionstats | mvexpand data | spath input=data | fields splunk_server, ns, size","GOEL-DS-LM-MC","1707210719.354157",0,splunkjs,0,0,0,1707210719,53,"manager_8452",0,completed,"0.5660000000000001",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5139f82c3d5c90434_1707210719.121","| `dmc_get_all_triggered_alerts(1440)`","GOEL-DS-LM-MC","1707210719.663723",0,splunkjs,0,0,0,1707210719,0,"alerts-fired-search",0,completed,"0.28200000000000003",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5efc688fa348f1b9d_1707211018.1","| rest splunk_server=local /services/server/status/resource-usage/splunk-processes| eval sid = 'search_props.sid' | `dmc_classify_processes`| eval x=""cpu_usage"" | stats sum(pct_memory) as mem_used sum(normalized_pct_cpu) as cpu_used by process_class| append [| rest splunk_server=local /services/server/status/resource-usage/hostwide | fields cpu_idle_pct mem mem_used | eval mem_idle_pct=round((mem-mem_used)/mem,2)*100 | fields - mem mem_used | eval cpu_system_pct=0 | eval mem_system_pct=0 | transpose | eval process_class=if(column=""cpu_idle_pct"" OR column=""mem_idle_pct"",""Idle"",""Non-Splunk processes"") | rename ""row 1"" as value | eval mem_used=if(column=""mem_idle_pct"" OR column=""mem_system_pct"",value,NULL) | eval cpu_used=if(column=""cpu_idle_pct"" OR column=""cpu_system_pct"",value,NULL) | stats first(cpu_used) as cpu_used first(mem_used) as mem_used by process_class] | eventstats sum(mem_used) as sum_mem_used sum(cpu_used) as sum_cpu_used | eval mem_used=if(process_class=""Non-Splunk processes"",100-sum_mem_used,mem_used) | eval cpu_used=if(process_class=""Non-Splunk processes"",100-sum_cpu_used,cpu_used)","GOEL-DS-LM-MC","1707211018.452747",0,splunkjs,0,0,0,1707211018,7,"manager_7998",0,completed,"0.53",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5d067427f712641b6_1707211018.2","| rest splunk_server=local /services/server/introspection/indexer | fields average_KBps splunk_server | eval average_KBps=round(average_KBps,2)."" KB/s""","GOEL-DS-LM-MC","1707211018.458505",0,splunkjs,0,0,0,1707211018,1,"manager_8088",0,completed,"0.371",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5b2ac5de67e3ce255_1707211018.3","| rest splunk_server=local /services/server/status/partitions-space | eval free = if(isnotnull(available), available, free) | stats sum(capacity) as total_capacity sum(free) as total_free","GOEL-DS-LM-MC","1707211018.467112",0,splunkjs,0,0,0,1707211018,0,"manager_8148",0,completed,"0.368",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5c623df2e3ac87fc6_1707211018.4","| rest splunk_server=local /services/server/status/resource-usage/splunk-processes | search search_props.sid=* | stats dc(search_props.sid) AS count by search_props.type | eventstats sum(count) as Total","GOEL-DS-LM-MC","1707211018.541118",0,splunkjs,0,0,0,1707211018,0,"manager_8208",0,completed,"0.397",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5e94506026311d7b4_1707211018.5","| rest splunk_server=local /services/licenser/pools | rename title AS Pool | search [rest splunk_server=local /services/licenser/groups | search is_active=1 | eval stack_id=stack_ids | fields stack_id] | join type=outer stack_id [rest splunk_server=local /services/licenser/stacks | eval stack_id=title | eval stack_quota=quota | fields stack_id stack_quota] | stats sum(used_bytes) as used max(stack_quota) as total | eval usedGB=round(used/1024/1024/1024,2) | eval totalGB=round(total/1024/1024/1024,2)","GOEL-DS-LM-MC","1707211018.571393",0,splunkjs,0,0,0,1707211018,1,"manager_8268",0,completed,"0.5640000000000001",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD57acff4e291500d3a_1707211018.6","| inputlookup dmc_assets | search search_group = ""dmc_group_kv_store""","GOEL-DS-LM-MC","1707211018.584972",0,splunkjs,0,0,0,1707211018,1,"kv-store-role-search",0,completed,"0.352",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5139f82c3d5c90434_1707211018.7","| `dmc_get_all_triggered_alerts(1440)`","GOEL-DS-LM-MC","1707211018.701810",0,splunkjs,0,0,0,1707211019,0,"alerts-fired-search",0,completed,"0.801",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5988bb0b911b03384_1707211018.8","| rest splunk_server=local /services/server/introspection/kvstore/collectionstats | mvexpand data | spath input=data | fields splunk_server, ns, size","GOEL-DS-LM-MC","1707211018.705497",0,splunkjs,0,0,0,1707211019,53,"manager_8387",0,completed,"0.804",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD577d95189630f7550_1707211096.39","| rest splunk_server=local /services/server/introspection/indexer | fields average_KBps splunk_server | eval average_KBps=round(average_KBps,2)."" KB/s""","GOEL-DS-LM-MC","1707211096.880656",0,splunkjs,0,0,0,1707211097,1,"manager_8196",0,completed,"0.386",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5d461c1c859e26eea_1707211096.40","| rest splunk_server=local /services/server/status/partitions-space | eval free = if(isnotnull(available), available, free) | stats sum(capacity) as total_capacity sum(free) as total_free","GOEL-DS-LM-MC","1707211096.897664",0,splunkjs,0,0,0,1707211097,0,"manager_8256",0,completed,"0.329",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5b79d18f39c2fe06a_1707211096.41","| rest splunk_server=local /services/server/status/resource-usage/splunk-processes | search search_props.sid=* | stats dc(search_props.sid) AS count by search_props.type | eventstats sum(count) as Total","GOEL-DS-LM-MC","1707211096.923231",0,splunkjs,0,0,0,1707211097,0,"manager_8316",0,completed,"0.396",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD571728280cfaf19c9_1707211096.42","| rest splunk_server=local /services/licenser/pools | rename title AS Pool | search [rest splunk_server=local /services/licenser/groups | search is_active=1 | eval stack_id=stack_ids | fields stack_id] | join type=outer stack_id [rest splunk_server=local /services/licenser/stacks | eval stack_id=title | eval stack_quota=quota | fields stack_id stack_quota] | stats sum(used_bytes) as used max(stack_quota) as total | eval usedGB=round(used/1024/1024/1024,2) | eval totalGB=round(total/1024/1024/1024,2)","GOEL-DS-LM-MC","1707211096.933622",0,splunkjs,0,0,0,1707211097,1,"manager_8376",0,completed,"0.5730000000000001",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD57acff4e291500d3a_1707211097.43","| inputlookup dmc_assets | search search_group = ""dmc_group_kv_store""","GOEL-DS-LM-MC","1707211097.033790",0,splunkjs,0,0,0,1707211097,1,"kv-store-role-search",0,completed,"0.311",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5173a2bb05ffb05c9_1707211097.44","| rest splunk_server=local /services/server/introspection/kvstore/collectionstats | mvexpand data | spath input=data | fields splunk_server, ns, size","GOEL-DS-LM-MC","1707211097.123613",0,splunkjs,0,0,0,1707211097,53,"manager_8495",0,completed,"1.113",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD5139f82c3d5c90434_1707211097.45","| `dmc_get_all_triggered_alerts(1440)`","GOEL-DS-LM-MC","1707211097.126268",0,splunkjs,0,0,0,1707211097,0,"alerts-fired-search",0,completed,"0.758",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search1_1707211103.73","| `dmc_get_groups`
          | search search_group=""dmc_group_*""","GOEL-DS-LM-MC","1707211103.235060",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211103,4,search1,0,completed,"0.027",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search2_1707211104.74","| `dmc_get_groups_containing_role(*)`
          | search search_group!=""dmc_group_*""","GOEL-DS-LM-MC","1707211104.404348",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211104,0,search2,0,canceled,"0.022",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search3_1707211104.75","| `dmc_get_instance_info(*)`
        | search search_group=""*""","GOEL-DS-LM-MC","1707211104.487277",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211104,1,search3,0,canceled,"0.02",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search9_1707211104.76","search `dmc_set_index_introspection` sourcetype=splunk_resource_usage component=PerProcess host=$row.host$
        | `dmc_rename_introspection_fields`
        | `dmc_classify_processes`
        | `dmc_resource_usage_by_processes_timechart(pct_cpu, Median)`","GOEL-DS-LM-MC","1707211104.741384",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211104,0,search9,0,canceled,"0.387","1707196680.000000000","1707211104.000000000","1707196680.000000000","1707211104.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search8_1707211104.77","search `dmc_set_index_introspection` sourcetype=splunk_resource_usage component=PerProcess host=$row.host$
        | `dmc_rename_introspection_fields`
        | `dmc_classify_processes`
        | `dmc_resource_usage_by_processes_timechart(mem_used, Median)`","GOEL-DS-LM-MC","1707211104.747783",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211104,0,search8,0,canceled,"0.397","1707196680.000000000","1707211104.000000000","1707196680.000000000","1707211104.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search10_1707211107.78","| rest splunk_server=ip-10-0-3-7 /services/server/status/partitions-space
        | stats count by mount_point","GOEL-DS-LM-MC","1707211107.318162",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211107,0,search10,0,completed,"0.031",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search4_1707211107.79","| inputlookup dmc_assets
| search serverName = ip-10-0-3-7
| stats first(serverName) as serverName, first(host) as host, first(machine) as machine
| join type=outer serverName [
  | rest splunk_server=ip-10-0-3-7 /services/server/info
  | fields serverName, numberOfCores, numberOfVirtualCores, physicalMemoryMB, os_name, cpu_arch
]
| `dmc_get_core_info`
| fields machine core_info physicalMemoryMB os_name cpu_arch
| rename machine as Machine, core_info AS ""CPU Cores (Physical / Virtual)"", physicalMemoryMB as ""Physical Memory Capacity (MB)"", os_name as ""Operating System"", cpu_arch as ""CPU Architecture""","GOEL-DS-LM-MC","1707211107.348304",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211107,1,search4,0,completed,"0.101","1707196680.000000000","1707211107.000000000","1707196680.000000000","1707211107.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search6_1707211107.81","| rest splunk_server=ip-10-0-3-7 /services/server/status/resource-usage/splunk-processes
        | eval sid = 'search_props.sid'
        | `dmc_classify_processes`
        | eval x=""cpu_usage""
        | chart sum(pct_cpu) AS ""CPU Usage"" over x by process_class","GOEL-DS-LM-MC","1707211107.355363",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211107,0,search6,0,completed,"0.058","1707196680.000000000","1707211107.000000000","1707196680.000000000","1707211107.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search7_1707211107.82","| rest splunk_server=ip-10-0-3-7 /services/server/status/partitions-space
        | eval free = if(isnotnull(available), available, free)
        | eval usage = round((capacity - free) / 1024, 2)
        | eval capacity = round(capacity / 1024, 2)
        | eval compare_usage = usage."" / "".capacity
        | eval pct_usage = round(usage / capacity * 100, 2)
        | stats first(fs_type) as fs_type first(compare_usage) AS compare_usage first(pct_usage) as pct_usage by mount_point        
        | rename mount_point as ""Mount Point"", fs_type as ""File System Type"", compare_usage as ""Disk Usage (GB)"", pct_usage as ""Disk Usage (%)""","GOEL-DS-LM-MC","1707211107.375938",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211107,0,search7,0,completed,"0.05","1707196680.000000000","1707211107.000000000","1707196680.000000000","1707211107.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search8_1707211107.83","search `dmc_set_index_introspection` sourcetype=splunk_resource_usage component=PerProcess host=ip-10-0-3-7
        | `dmc_rename_introspection_fields`
        | `dmc_classify_processes`
        | `dmc_resource_usage_by_processes_timechart(mem_used, Median)`","GOEL-DS-LM-MC","1707211107.558533",0,"UI:Dashboard:resource_usage_instance",0,0,4923,1707211107,49,search8,4924,completed,"0.435","1707196680.000000000","1707211107.000000000","1707196680.000000000","1707211107.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search9_1707211107.84","search `dmc_set_index_introspection` sourcetype=splunk_resource_usage component=PerProcess host=ip-10-0-3-7
        | `dmc_rename_introspection_fields`
        | `dmc_classify_processes`
        | `dmc_resource_usage_by_processes_timechart(pct_cpu, Median)`","GOEL-DS-LM-MC","1707211107.598855",0,"UI:Dashboard:resource_usage_instance",0,0,4923,1707211107,49,search9,4924,completed,"0.425","1707196680.000000000","1707211107.000000000","1707196680.000000000","1707211107.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search2_1707211112.85","| `dmc_get_groups_containing_role(dmc_group_indexer)`
          | search search_group!=""dmc_group_*""","GOEL-DS-LM-MC","1707211112.053355",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211112,0,search2,0,completed,"0.035",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search3_1707211112.86","| `dmc_get_instance_info(*)`
        | search search_group=""dmc_group_indexer""","GOEL-DS-LM-MC","1707211112.089544",0,"UI:Dashboard:resource_usage_instance",0,0,0,1707211112,1,search3,0,completed,"0.02",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search1_1707211122.87","| `dmc_get_groups`
        | search search_group=""dmc_group_*""","GOEL-DS-LM-MC","1707211122.580257",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211122,4,search1,0,completed,"0.023",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search2_1707211123.88","| `dmc_get_groups_containing_role(*)`
          | search search_group!=""dmc_group_*""","GOEL-DS-LM-MC","1707211123.747910",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211123,0,search2,0,completed,"0.027",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__search3_1707211123.89","| `dmc_get_instance_info(""*"")`
        | search search_group=""*""","GOEL-DS-LM-MC","1707211123.801798",0,"UI:Dashboard:resource_usage_cpu_instance",0,0,0,1707211123,1,search3,0,completed,"0.019",,,,,,,,,,,,,,,,,,,,,,,
